config,proposal_id,proposal_key,ground_truth,predicted,detected,latency_ms,neighbor_count
A_base_unidirectional,c-sem-31,p-sem-31,conflict,conflict,True,1415.1,4
A_base_unidirectional,c-sem-32,p-sem-32,conflict,conflict,True,1170.1,3
A_base_unidirectional,c-sem-33,p-sem-33,conflict,conflict,True,3167.3,9
A_base_unidirectional,c-sem-34,p-sem-34,conflict,conflict,True,3467.4,10
A_base_unidirectional,c-sem-35,p-sem-35,conflict,conflict,True,3750.8,10
A_base_unidirectional,c-sem-36,p-sem-36,conflict,conflict,True,6324.2,10
A_base_unidirectional,c-sem-37,p-sem-37,conflict,benign,False,6162.8,10
A_base_unidirectional,c-sem-38,p-sem-38,conflict,conflict,True,1251.9,2
A_base_unidirectional,c-sem-39,p-sem-39,conflict,conflict,True,5044.0,8
A_base_unidirectional,c-sem-40,p-sem-40,conflict,conflict,True,5602.6,10
A_base_unidirectional,sb-add-01,p-sben-01,benign,conflict,True,6177.0,10
A_base_unidirectional,sb-add-02,p-sben-02,benign,conflict,True,5550.3,8
A_base_unidirectional,sb-add-03,p-sben-03,benign,benign,False,2045.6,3
A_base_unidirectional,sb-add-04,p-sben-04,benign,conflict,True,5195.6,10
A_base_unidirectional,sb-add-05,p-sben-05,benign,conflict,True,5152.2,9
A_base_unidirectional,sb-add-07,p-sben-06,benign,benign,False,1384.9,2
A_base_unidirectional,sb-add-09,p-sben-07,benign,conflict,True,1975.3,5
A_base_unidirectional,sb-add-10,p-sben-08,benign,conflict,True,3195.4,9
A_base_unidirectional,sb-api-14,p-sben-09,benign,conflict,True,1142.6,3
A_base_unidirectional,sb-dec-06,p-sben-10,benign,conflict,True,3663.3,10
A_base_unidirectional,sb-mig-03,p-sben-11,benign,conflict,True,2069.6,6
A_base_unidirectional,sb-mon-02,p-sben-12,benign,conflict,True,2505.6,7
A_base_unidirectional,sb-par-01,p-sben-13,benign,benign,False,826.4,2
A_base_unidirectional,sb-par-02,p-sben-14,benign,conflict,True,3376.8,9
A_base_unidirectional,sb-par-03,p-sben-15,benign,conflict,True,2459.4,7
A_base_unidirectional,sb-par-04,p-sben-16,benign,conflict,True,3369.6,10
A_base_unidirectional,sb-par-05,p-sben-17,benign,conflict,True,1810.6,5
A_base_unidirectional,sb-par-06,p-sben-18,benign,benign,False,1150.8,3
A_base_unidirectional,sb-par-07,p-sben-19,benign,conflict,True,3156.7,9
A_base_unidirectional,sb-par-08,p-sben-20,benign,conflict,True,3471.7,10
A_base_unidirectional,sb-par-09,p-sben-21,benign,conflict,True,2497.5,7
A_base_unidirectional,sb-par-10,p-sben-22,benign,conflict,True,3750.5,10
A_base_unidirectional,sb-stk-01,p-sben-23,benign,conflict,True,3471.2,10
A_base_unidirectional,sb-stk-02,p-sben-24,benign,conflict,True,3576.4,10
A_base_unidirectional,sb-tst-01,p-sben-25,benign,conflict,True,2521.2,7
A_base_unidirectional,sb-tst-02,p-sben-26,benign,conflict,True,1785.9,5
B_base_bidirectional,c-sem-01,p-api-01,conflict,benign,False,5009.1,2
B_base_bidirectional,c-sem-02,p-dec-05,conflict,conflict,True,4982.7,10
B_base_bidirectional,c-sem-03,p-dec-07,conflict,conflict,True,1866.2,4
B_base_bidirectional,c-sem-04,p-dec-04,conflict,conflict,True,4100.3,10
B_base_bidirectional,c-sem-05,p-dec-08,conflict,conflict,True,4193.8,10
B_base_bidirectional,c-sem-06,p-feat-09,conflict,conflict,True,4379.5,10
B_base_bidirectional,c-sem-07,p-dec-02,conflict,conflict,True,6885.2,10
B_base_bidirectional,c-sem-08,p-dec-03,conflict,benign,False,1987.5,2
B_base_bidirectional,c-sem-09,p-sem-09,conflict,benign,False,5381.1,6
B_base_bidirectional,c-sem-10,p-con-06,conflict,conflict,True,10108.6,10
B_base_bidirectional,c-sem-11,p-sem-11,conflict,conflict,True,5234.6,10
B_base_bidirectional,c-sem-12,p-sem-12,conflict,conflict,True,1635.4,2
B_base_bidirectional,c-sem-13,p-sem-13,conflict,conflict,True,5023.3,10
B_base_bidirectional,c-sem-14,p-sem-14,conflict,conflict,True,2906.6,5
B_base_bidirectional,c-sem-15,p-sem-15,conflict,conflict,True,5178.7,10
B_base_bidirectional,c-sem-16,p-sem-16,conflict,conflict,True,4431.0,10
B_base_bidirectional,c-sem-17,p-sem-17,conflict,benign,False,2275.1,3
B_base_bidirectional,c-sem-18,p-sem-18,conflict,conflict,True,3558.1,6
B_base_bidirectional,c-sem-19,p-sem-19,conflict,conflict,True,8809.9,10
B_base_bidirectional,c-sem-20,p-sem-20,conflict,conflict,True,1339.7,2
B_base_bidirectional,c-sem-21,p-sem-21,conflict,benign,False,4609.3,10
B_base_bidirectional,c-sem-22,p-sem-22,conflict,conflict,True,4210.2,10
B_base_bidirectional,c-sem-23,p-sem-23,conflict,conflict,True,3826.6,10
B_base_bidirectional,c-sem-24,p-sem-24,conflict,conflict,True,2430.0,6
B_base_bidirectional,c-sem-25,p-sem-25,conflict,conflict,True,4278.0,9
B_base_bidirectional,c-sem-26,p-sem-26,conflict,conflict,True,4245.0,10
B_base_bidirectional,c-sem-27,p-sem-27,conflict,conflict,True,955.0,2
B_base_bidirectional,c-sem-28,p-sem-28,conflict,conflict,True,1814.7,5
B_base_bidirectional,c-sem-29,p-sem-29,conflict,conflict,True,1894.6,4
B_base_bidirectional,c-sem-30,p-sem-30,conflict,benign,False,748.1,2
B_base_bidirectional,c-sem-31,p-sem-31,conflict,conflict,True,1522.3,4
B_base_bidirectional,c-sem-32,p-sem-32,conflict,conflict,True,1311.8,3
B_base_bidirectional,c-sem-33,p-sem-33,conflict,benign,False,3296.3,9
B_base_bidirectional,c-sem-34,p-sem-34,conflict,conflict,True,3861.4,10
B_base_bidirectional,c-sem-35,p-sem-35,conflict,conflict,True,3666.7,10
B_base_bidirectional,c-sem-36,p-sem-36,conflict,conflict,True,4004.8,10
B_base_bidirectional,c-sem-37,p-sem-37,conflict,benign,False,3556.3,10
B_base_bidirectional,c-sem-38,p-sem-38,conflict,conflict,True,1089.6,2
B_base_bidirectional,c-sem-39,p-sem-39,conflict,conflict,True,3431.1,8
B_base_bidirectional,c-sem-40,p-sem-40,conflict,conflict,True,4987.4,10
B_base_bidirectional,sb-add-01,p-sben-01,benign,conflict,True,6965.7,10
B_base_bidirectional,sb-add-02,p-sben-02,benign,benign,False,5341.4,8
B_base_bidirectional,sb-add-03,p-sben-03,benign,benign,False,2613.3,3
B_base_bidirectional,sb-add-04,p-sben-04,benign,conflict,True,8047.6,10
B_base_bidirectional,sb-add-05,p-sben-05,benign,conflict,True,5846.5,9
B_base_bidirectional,sb-add-07,p-sben-06,benign,benign,False,1201.4,2
B_base_bidirectional,sb-add-09,p-sben-07,benign,conflict,True,3381.2,5
B_base_bidirectional,sb-add-10,p-sben-08,benign,conflict,True,5458.3,9
B_base_bidirectional,sb-api-14,p-sben-09,benign,conflict,True,1956.9,3
B_base_bidirectional,sb-dec-06,p-sben-10,benign,conflict,True,4165.5,10
B_base_bidirectional,sb-mig-03,p-sben-11,benign,benign,False,3290.6,6
B_base_bidirectional,sb-mon-02,p-sben-12,benign,conflict,True,4916.0,7
B_base_bidirectional,sb-par-01,p-sben-13,benign,benign,False,1279.0,2
B_base_bidirectional,sb-par-02,p-sben-14,benign,conflict,True,3794.7,9
B_base_bidirectional,sb-par-03,p-sben-15,benign,conflict,True,2876.7,7
B_base_bidirectional,sb-par-04,p-sben-16,benign,conflict,True,4172.2,10
B_base_bidirectional,sb-par-05,p-sben-17,benign,conflict,True,2180.0,5
B_base_bidirectional,sb-par-06,p-sben-18,benign,benign,False,1179.2,3
B_base_bidirectional,sb-par-07,p-sben-19,benign,conflict,True,3446.2,9
B_base_bidirectional,sb-par-08,p-sben-20,benign,conflict,True,3782.8,10
B_base_bidirectional,sb-par-09,p-sben-21,benign,conflict,True,2813.3,7
B_base_bidirectional,sb-par-10,p-sben-22,benign,benign,False,3950.3,10
B_base_bidirectional,sb-stk-01,p-sben-23,benign,benign,False,3746.2,10
B_base_bidirectional,sb-stk-02,p-sben-24,benign,conflict,True,3787.1,10
B_base_bidirectional,sb-tst-01,p-sben-25,benign,benign,False,2924.3,7
B_base_bidirectional,sb-tst-02,p-sben-26,benign,benign,False,1925.3,5
C_base_margin,c-sem-01,p-api-01,conflict,benign,False,6369.0,2
C_base_margin,c-sem-02,p-dec-05,conflict,conflict,True,5004.6,10
C_base_margin,c-sem-03,p-dec-07,conflict,conflict,True,1812.7,4
C_base_margin,c-sem-04,p-dec-04,conflict,conflict,True,4072.1,10
C_base_margin,c-sem-05,p-dec-08,conflict,conflict,True,6001.8,10
C_base_margin,c-sem-06,p-feat-09,conflict,conflict,True,7088.2,10
C_base_margin,c-sem-07,p-dec-02,conflict,conflict,True,5770.2,10
C_base_margin,c-sem-08,p-dec-03,conflict,benign,False,1740.2,2
C_base_margin,c-sem-09,p-sem-09,conflict,benign,False,3768.1,6
C_base_margin,c-sem-10,p-con-06,conflict,conflict,True,6001.0,10
C_base_margin,c-sem-11,p-sem-11,conflict,conflict,True,5531.2,10
C_base_margin,c-sem-12,p-sem-12,conflict,conflict,True,1663.8,2
C_base_margin,c-sem-13,p-sem-13,conflict,conflict,True,6075.1,10
C_base_margin,c-sem-14,p-sem-14,conflict,conflict,True,3170.0,5
C_base_margin,c-sem-15,p-sem-15,conflict,conflict,True,5895.1,10
C_base_margin,c-sem-16,p-sem-16,conflict,conflict,True,5794.2,10
C_base_margin,c-sem-17,p-sem-17,conflict,benign,False,1489.5,3
C_base_margin,c-sem-18,p-sem-18,conflict,conflict,True,2324.8,6
C_base_margin,c-sem-19,p-sem-19,conflict,conflict,True,4376.8,10
C_base_margin,c-sem-20,p-sem-20,conflict,conflict,True,890.4,2
C_base_margin,c-sem-21,p-sem-21,conflict,benign,False,3878.7,10
C_base_margin,c-sem-22,p-sem-22,conflict,conflict,True,4025.6,10
C_base_margin,c-sem-23,p-sem-23,conflict,conflict,True,3903.1,10
C_base_margin,c-sem-24,p-sem-24,conflict,conflict,True,2521.4,6
C_base_margin,c-sem-25,p-sem-25,conflict,conflict,True,4422.8,9
C_base_margin,c-sem-26,p-sem-26,conflict,conflict,True,4250.3,10
C_base_margin,c-sem-27,p-sem-27,conflict,conflict,True,942.0,2
C_base_margin,c-sem-28,p-sem-28,conflict,conflict,True,1812.3,5
C_base_margin,c-sem-29,p-sem-29,conflict,conflict,True,1906.8,4
C_base_margin,c-sem-30,p-sem-30,conflict,benign,False,748.0,2
C_base_margin,c-sem-31,p-sem-31,conflict,conflict,True,1582.2,4
C_base_margin,c-sem-32,p-sem-32,conflict,conflict,True,1335.1,3
C_base_margin,c-sem-33,p-sem-33,conflict,benign,False,3323.5,9
C_base_margin,c-sem-34,p-sem-34,conflict,conflict,True,3902.0,10
C_base_margin,c-sem-35,p-sem-35,conflict,conflict,True,4277.2,10
C_base_margin,c-sem-36,p-sem-36,conflict,conflict,True,3944.7,10
C_base_margin,c-sem-37,p-sem-37,conflict,benign,False,5441.4,10
C_base_margin,c-sem-38,p-sem-38,conflict,conflict,True,2018.2,2
C_base_margin,c-sem-39,p-sem-39,conflict,conflict,True,5395.9,8
C_base_margin,c-sem-40,p-sem-40,conflict,conflict,True,6326.8,10
C_base_margin,sb-add-01,p-sben-01,benign,conflict,True,6005.1,10
C_base_margin,sb-add-02,p-sben-02,benign,benign,False,5227.9,8
C_base_margin,sb-add-03,p-sben-03,benign,benign,False,1851.0,3
C_base_margin,sb-add-04,p-sben-04,benign,conflict,True,6493.2,10
C_base_margin,sb-add-05,p-sben-05,benign,conflict,True,4970.0,9
C_base_margin,sb-add-07,p-sben-06,benign,benign,False,1082.4,2
C_base_margin,sb-add-09,p-sben-07,benign,conflict,True,3412.8,5
C_base_margin,sb-add-10,p-sben-08,benign,conflict,True,4826.8,9
C_base_margin,sb-api-14,p-sben-09,benign,conflict,True,1255.9,3
C_base_margin,sb-dec-06,p-sben-10,benign,conflict,True,4203.5,10
C_base_margin,sb-mig-03,p-sben-11,benign,benign,False,2362.0,6
C_base_margin,sb-mon-02,p-sben-12,benign,conflict,True,3064.9,7
C_base_margin,sb-par-01,p-sben-13,benign,benign,False,766.5,2
C_base_margin,sb-par-02,p-sben-14,benign,conflict,True,3553.9,9
C_base_margin,sb-par-03,p-sben-15,benign,conflict,True,2759.8,7
C_base_margin,sb-par-04,p-sben-16,benign,conflict,True,3838.2,10
C_base_margin,sb-par-05,p-sben-17,benign,conflict,True,2229.0,5
C_base_margin,sb-par-06,p-sben-18,benign,benign,False,1126.6,3
C_base_margin,sb-par-07,p-sben-19,benign,conflict,True,3363.6,9
C_base_margin,sb-par-08,p-sben-20,benign,conflict,True,3766.9,10
C_base_margin,sb-par-09,p-sben-21,benign,conflict,True,2737.7,7
C_base_margin,sb-par-10,p-sben-22,benign,benign,False,3989.5,10
C_base_margin,sb-stk-01,p-sben-23,benign,benign,False,3878.6,10
C_base_margin,sb-stk-02,p-sben-24,benign,conflict,True,3866.8,10
C_base_margin,sb-tst-01,p-sben-25,benign,benign,False,2955.2,7
C_base_margin,sb-tst-02,p-sben-26,benign,benign,False,1923.4,5
D_base_predicate,c-sem-01,p-api-01,conflict,benign,False,5117.5,2
D_base_predicate,c-sem-02,p-dec-05,conflict,benign,False,460.3,10
D_base_predicate,c-sem-03,p-dec-07,conflict,conflict,True,966.6,4
D_base_predicate,c-sem-04,p-dec-04,conflict,benign,False,420.4,10
D_base_predicate,c-sem-05,p-dec-08,conflict,benign,False,905.6,10
D_base_predicate,c-sem-06,p-feat-09,conflict,benign,False,435.4,10
D_base_predicate,c-sem-07,p-dec-02,conflict,conflict,True,1267.0,10
D_base_predicate,c-sem-08,p-dec-03,conflict,benign,False,273.2,2
D_base_predicate,c-sem-09,p-sem-09,conflict,benign,False,344.5,6
D_base_predicate,c-sem-10,p-con-06,conflict,conflict,True,1139.2,10
D_base_predicate,c-sem-11,p-sem-11,conflict,benign,False,374.7,10
D_base_predicate,c-sem-12,p-sem-12,conflict,benign,False,182.4,2
D_base_predicate,c-sem-13,p-sem-13,conflict,benign,False,389.1,10
D_base_predicate,c-sem-14,p-sem-14,conflict,benign,False,256.1,5
D_base_predicate,c-sem-15,p-sem-15,conflict,conflict,True,2903.8,10
D_base_predicate,c-sem-16,p-sem-16,conflict,conflict,True,2292.1,10
D_base_predicate,c-sem-17,p-sem-17,conflict,benign,False,867.0,3
D_base_predicate,c-sem-18,p-sem-18,conflict,benign,False,383.8,6
D_base_predicate,c-sem-19,p-sem-19,conflict,benign,False,599.7,10
D_base_predicate,c-sem-20,p-sem-20,conflict,benign,False,161.1,2
D_base_predicate,c-sem-21,p-sem-21,conflict,benign,False,1140.3,10
D_base_predicate,c-sem-22,p-sem-22,conflict,conflict,True,1230.9,10
D_base_predicate,c-sem-23,p-sem-23,conflict,benign,False,412.3,10
D_base_predicate,c-sem-24,p-sem-24,conflict,benign,False,724.0,6
D_base_predicate,c-sem-25,p-sem-25,conflict,benign,False,432.5,9
D_base_predicate,c-sem-26,p-sem-26,conflict,conflict,True,2765.1,10
D_base_predicate,c-sem-27,p-sem-27,conflict,conflict,True,1146.2,2
D_base_predicate,c-sem-28,p-sem-28,conflict,conflict,True,1372.7,5
D_base_predicate,c-sem-29,p-sem-29,conflict,benign,False,310.1,4
D_base_predicate,c-sem-30,p-sem-30,conflict,benign,False,779.3,2
D_base_predicate,c-sem-31,p-sem-31,conflict,benign,False,318.5,4
D_base_predicate,c-sem-32,p-sem-32,conflict,conflict,True,1526.0,3
D_base_predicate,c-sem-33,p-sem-33,conflict,benign,False,2109.0,9
D_base_predicate,c-sem-34,p-sem-34,conflict,benign,False,1111.9,10
D_base_predicate,c-sem-35,p-sem-35,conflict,conflict,True,2625.1,10
D_base_predicate,c-sem-36,p-sem-36,conflict,benign,False,465.6,10
D_base_predicate,c-sem-37,p-sem-37,conflict,benign,False,2376.2,10
D_base_predicate,c-sem-38,p-sem-38,conflict,benign,False,117.9,2
D_base_predicate,c-sem-39,p-sem-39,conflict,benign,False,745.2,8
D_base_predicate,c-sem-40,p-sem-40,conflict,benign,False,1217.7,10
D_base_predicate,sb-add-01,p-sben-01,benign,benign,False,892.6,10
D_base_predicate,sb-add-02,p-sben-02,benign,benign,False,1469.7,8
D_base_predicate,sb-add-03,p-sben-03,benign,benign,False,826.9,3
D_base_predicate,sb-add-04,p-sben-04,benign,benign,False,450.2,10
D_base_predicate,sb-add-05,p-sben-05,benign,benign,False,959.2,9
D_base_predicate,sb-add-07,p-sben-06,benign,benign,False,764.5,2
D_base_predicate,sb-add-09,p-sben-07,benign,benign,False,769.7,5
D_base_predicate,sb-add-10,p-sben-08,benign,benign,False,894.6,9
D_base_predicate,sb-api-14,p-sben-09,benign,benign,False,654.8,3
D_base_predicate,sb-dec-06,p-sben-10,benign,benign,False,939.7,10
D_base_predicate,sb-mig-03,p-sben-11,benign,benign,False,271.2,6
D_base_predicate,sb-mon-02,p-sben-12,benign,benign,False,784.0,7
D_base_predicate,sb-par-01,p-sben-13,benign,benign,False,467.4,2
D_base_predicate,sb-par-02,p-sben-14,benign,benign,False,630.9,9
D_base_predicate,sb-par-03,p-sben-15,benign,benign,False,571.1,7
D_base_predicate,sb-par-04,p-sben-16,benign,benign,False,946.8,10
D_base_predicate,sb-par-05,p-sben-17,benign,benign,False,1005.8,5
D_base_predicate,sb-par-06,p-sben-18,benign,benign,False,458.1,3
D_base_predicate,sb-par-07,p-sben-19,benign,benign,False,603.5,9
D_base_predicate,sb-par-08,p-sben-20,benign,benign,False,609.7,10
D_base_predicate,sb-par-09,p-sben-21,benign,benign,False,620.7,7
D_base_predicate,sb-par-10,p-sben-22,benign,benign,False,2844.7,10
D_base_predicate,sb-stk-01,p-sben-23,benign,benign,False,1245.2,10
D_base_predicate,sb-stk-02,p-sben-24,benign,benign,False,637.2,10
D_base_predicate,sb-tst-01,p-sben-25,benign,benign,False,569.8,7
D_base_predicate,sb-tst-02,p-sben-26,benign,benign,False,195.6,5
E_base_full,c-sem-01,p-api-01,conflict,benign,False,4809.2,2
E_base_full,c-sem-02,p-dec-05,conflict,benign,False,373.8,10
E_base_full,c-sem-03,p-dec-07,conflict,conflict,True,663.3,4
E_base_full,c-sem-04,p-dec-04,conflict,benign,False,340.6,10
E_base_full,c-sem-05,p-dec-08,conflict,benign,False,613.9,10
E_base_full,c-sem-06,p-feat-09,conflict,benign,False,340.9,10
E_base_full,c-sem-07,p-dec-02,conflict,conflict,True,880.7,10
E_base_full,c-sem-08,p-dec-03,conflict,benign,False,139.4,2
E_base_full,c-sem-09,p-sem-09,conflict,benign,False,246.4,6
E_base_full,c-sem-10,p-con-06,conflict,conflict,True,862.2,10
E_base_full,c-sem-11,p-sem-11,conflict,benign,False,294.5,10
E_base_full,c-sem-12,p-sem-12,conflict,benign,False,129.3,2
E_base_full,c-sem-13,p-sem-13,conflict,benign,False,303.8,10
E_base_full,c-sem-14,p-sem-14,conflict,benign,False,184.2,5
E_base_full,c-sem-15,p-sem-15,conflict,conflict,True,1776.6,10
E_base_full,c-sem-16,p-sem-16,conflict,conflict,True,1125.6,10
E_base_full,c-sem-17,p-sem-17,conflict,benign,False,466.5,3
E_base_full,c-sem-18,p-sem-18,conflict,benign,False,216.7,6
E_base_full,c-sem-19,p-sem-19,conflict,benign,False,342.1,10
E_base_full,c-sem-20,p-sem-20,conflict,benign,False,99.7,2
E_base_full,c-sem-21,p-sem-21,conflict,benign,False,620.0,10
E_base_full,c-sem-22,p-sem-22,conflict,conflict,True,780.2,10
E_base_full,c-sem-23,p-sem-23,conflict,benign,False,303.4,10
E_base_full,c-sem-24,p-sem-24,conflict,benign,False,513.7,6
E_base_full,c-sem-25,p-sem-25,conflict,benign,False,354.0,9
E_base_full,c-sem-26,p-sem-26,conflict,conflict,True,1672.5,10
E_base_full,c-sem-27,p-sem-27,conflict,conflict,True,629.9,2
E_base_full,c-sem-28,p-sem-28,conflict,conflict,True,641.7,5
E_base_full,c-sem-29,p-sem-29,conflict,benign,False,147.7,4
E_base_full,c-sem-30,p-sem-30,conflict,benign,False,512.8,2
E_base_full,c-sem-31,p-sem-31,conflict,benign,False,214.6,4
E_base_full,c-sem-32,p-sem-32,conflict,conflict,True,1017.0,3
E_base_full,c-sem-33,p-sem-33,conflict,benign,False,2164.6,9
E_base_full,c-sem-34,p-sem-34,conflict,benign,False,1122.9,10
E_base_full,c-sem-35,p-sem-35,conflict,conflict,True,2899.5,10
E_base_full,c-sem-36,p-sem-36,conflict,benign,False,455.5,10
E_base_full,c-sem-37,p-sem-37,conflict,benign,False,2907.8,10
E_base_full,c-sem-38,p-sem-38,conflict,benign,False,212.4,2
E_base_full,c-sem-39,p-sem-39,conflict,benign,False,998.1,8
E_base_full,c-sem-40,p-sem-40,conflict,benign,False,1397.2,10
E_base_full,sb-add-01,p-sben-01,benign,benign,False,1025.9,10
E_base_full,sb-add-02,p-sben-02,benign,benign,False,1469.6,8
E_base_full,sb-add-03,p-sben-03,benign,benign,False,771.0,3
E_base_full,sb-add-04,p-sben-04,benign,benign,False,423.2,10
E_base_full,sb-add-05,p-sben-05,benign,benign,False,830.1,9
E_base_full,sb-add-07,p-sben-06,benign,benign,False,675.3,2
E_base_full,sb-add-09,p-sben-07,benign,benign,False,867.3,5
E_base_full,sb-add-10,p-sben-08,benign,benign,False,880.6,9
E_base_full,sb-api-14,p-sben-09,benign,benign,False,799.0,3
E_base_full,sb-dec-06,p-sben-10,benign,benign,False,968.2,10
E_base_full,sb-mig-03,p-sben-11,benign,benign,False,265.8,6
E_base_full,sb-mon-02,p-sben-12,benign,benign,False,824.6,7
E_base_full,sb-par-01,p-sben-13,benign,benign,False,739.5,2
E_base_full,sb-par-02,p-sben-14,benign,benign,False,906.8,9
E_base_full,sb-par-03,p-sben-15,benign,benign,False,857.4,7
E_base_full,sb-par-04,p-sben-16,benign,benign,False,1393.1,10
E_base_full,sb-par-05,p-sben-17,benign,benign,False,1510.4,5
E_base_full,sb-par-06,p-sben-18,benign,benign,False,688.3,3
E_base_full,sb-par-07,p-sben-19,benign,benign,False,867.0,9
E_base_full,sb-par-08,p-sben-20,benign,benign,False,844.7,10
E_base_full,sb-par-09,p-sben-21,benign,benign,False,790.3,7
E_base_full,sb-par-10,p-sben-22,benign,benign,False,4104.4,10
E_base_full,sb-stk-01,p-sben-23,benign,benign,False,1766.1,10
E_base_full,sb-stk-02,p-sben-24,benign,benign,False,902.6,10
E_base_full,sb-tst-01,p-sben-25,benign,benign,False,850.6,7
E_base_full,sb-tst-02,p-sben-26,benign,benign,False,212.8,5
F_wanli_full,c-sem-01,p-api-01,conflict,benign,False,5141.4,2
F_wanli_full,c-sem-02,p-dec-05,conflict,benign,False,465.9,10
F_wanli_full,c-sem-03,p-dec-07,conflict,conflict,True,927.0,4
F_wanli_full,c-sem-04,p-dec-04,conflict,benign,False,366.5,10
F_wanli_full,c-sem-05,p-dec-08,conflict,benign,False,606.4,10
F_wanli_full,c-sem-06,p-feat-09,conflict,benign,False,336.9,10
F_wanli_full,c-sem-07,p-dec-02,conflict,conflict,True,873.4,10
F_wanli_full,c-sem-08,p-dec-03,conflict,benign,False,141.3,2
F_wanli_full,c-sem-09,p-sem-09,conflict,benign,False,245.6,6
F_wanli_full,c-sem-10,p-con-06,conflict,conflict,True,842.9,10
F_wanli_full,c-sem-11,p-sem-11,conflict,benign,False,293.7,10
F_wanli_full,c-sem-12,p-sem-12,conflict,benign,False,119.8,2
F_wanli_full,c-sem-13,p-sem-13,conflict,benign,False,301.5,10
F_wanli_full,c-sem-14,p-sem-14,conflict,benign,False,192.4,5
F_wanli_full,c-sem-15,p-sem-15,conflict,conflict,True,1771.8,10
F_wanli_full,c-sem-16,p-sem-16,conflict,conflict,True,1135.0,10
F_wanli_full,c-sem-17,p-sem-17,conflict,benign,False,463.0,3
F_wanli_full,c-sem-18,p-sem-18,conflict,benign,False,218.3,6
F_wanli_full,c-sem-19,p-sem-19,conflict,benign,False,343.4,10
F_wanli_full,c-sem-20,p-sem-20,conflict,benign,False,112.5,2
F_wanli_full,c-sem-21,p-sem-21,conflict,benign,False,623.1,10
F_wanli_full,c-sem-22,p-sem-22,conflict,conflict,True,801.0,10
F_wanli_full,c-sem-23,p-sem-23,conflict,benign,False,305.0,10
F_wanli_full,c-sem-24,p-sem-24,conflict,benign,False,508.3,6
F_wanli_full,c-sem-25,p-sem-25,conflict,benign,False,301.6,9
F_wanli_full,c-sem-26,p-sem-26,conflict,conflict,True,1601.8,10
F_wanli_full,c-sem-27,p-sem-27,conflict,conflict,True,665.8,2
F_wanli_full,c-sem-28,p-sem-28,conflict,conflict,True,625.5,5
F_wanli_full,c-sem-29,p-sem-29,conflict,benign,False,143.6,4
F_wanli_full,c-sem-30,p-sem-30,conflict,benign,False,473.5,2
F_wanli_full,c-sem-31,p-sem-31,conflict,benign,False,153.9,4
F_wanli_full,c-sem-32,p-sem-32,conflict,conflict,True,638.8,3
F_wanli_full,c-sem-33,p-sem-33,conflict,benign,False,1402.0,9
F_wanli_full,c-sem-34,p-sem-34,conflict,benign,False,737.1,10
F_wanli_full,c-sem-35,p-sem-35,conflict,conflict,True,1724.0,10
F_wanli_full,c-sem-36,p-sem-36,conflict,benign,False,317.1,10
