profile,injection_number,gold_class,proposal_key,cohort_keys,neo4j_same_key_count,neo4j_neighbor_count,neo4j_inbound_deps,lab_classes,lab_findings_n,coarse_agreement,log_async_detected
T_sem_nli,27,semantic_contradiction,research.p3.sem.27.identity,research.p3.sem.27.authn;research.p3.sem.27.identity,3,1,0,temporal_invalidation,3,partial,True
T_sem_nli,28,temporal_invalidation,research.p3.tmpov.28,research.p3.tmpov.28;research.p3.tmpov.28,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,29,constraint_violation,research.p3.ph2.team_fact.29,research.p3.ph2.team_fact.29;research.p3.ph2.team_cap.29,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,30,dependency_impact,stack.db,stack.db,17,0,5,temporal_invalidation,3,partial,True
T_sem_nli,31,semantic_contradiction,research.p3.sem.31.persistence,research.p3.sem.31.datastore;research.p3.sem.31.persistence,3,1,0,semantic_contradiction;temporal_invalidation,4,match,True
T_sem_nli,32,temporal_invalidation,research.p3.tmpov.32,research.p3.tmpov.32;research.p3.tmpov.32,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,33,constraint_violation,research.p3.ph2.team_fact.33,research.p3.ph2.team_fact.33;research.p3.ph2.team_cap.33,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,34,dependency_impact,stack.ingest_stream,stack.ingest_stream,14,0,7,temporal_invalidation,4,partial,True
T_sem_nli,35,semantic_contradiction,research.p3.sem.35.analytics_db,research.p3.sem.35.warehouse;research.p3.sem.35.analytics_db,3,1,0,semantic_contradiction;temporal_invalidation,4,match,True
T_sem_nli,36,temporal_invalidation,research.p3.tmpov.36,research.p3.tmpov.36;research.p3.tmpov.36,5,0,0,temporal_invalidation,1,match,True
T_sem_nli,37,constraint_violation,research.p3.ph2.team_fact.37,research.p3.ph2.team_fact.37;research.p3.ph2.team_cap.37,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,38,dependency_impact,stack.secrets,stack.secrets,47,0,2,temporal_invalidation,4,partial,True
T_sem_nli,39,semantic_contradiction,research.p3.sem.39.workflow,research.p3.sem.39.orchestrator;research.p3.sem.39.workflow,3,1,0,semantic_contradiction;temporal_invalidation,4,match,True
T_sem_nli,40,temporal_invalidation,research.p3.tmpov.40,research.p3.tmpov.40;research.p3.tmpov.40,5,0,0,temporal_invalidation,1,match,True
T_sem_nli,41,constraint_violation,research.p3.ph2.team_fact.41,research.p3.ph2.team_fact.41;research.p3.ph2.team_cap.41,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,42,dependency_impact,stack.waf,stack.waf,17,0,3,temporal_invalidation,4,partial,True
T_sem_nli,43,semantic_contradiction,research.p3.sem.43.events,research.p3.sem.43.queue;research.p3.sem.43.events,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,44,temporal_invalidation,research.p3.tmpov.44,research.p3.tmpov.44;research.p3.tmpov.44,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,45,constraint_violation,research.p3.ph2.team_fact.45,research.p3.ph2.team_fact.45;research.p3.ph2.team_cap.45,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,46,dependency_impact,stack.ingest_batch,stack.ingest_batch,23,0,3,temporal_invalidation,4,partial,True
T_sem_nli,47,semantic_contradiction,research.p3.sem.47.identity,research.p3.sem.47.authn;research.p3.sem.47.identity,3,1,0,temporal_invalidation,3,partial,True
T_sem_nli,48,temporal_invalidation,research.p3.tmpov.48,research.p3.tmpov.48;research.p3.tmpov.48,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,49,constraint_violation,research.p3.ph2.team_fact.49,research.p3.ph2.team_fact.49;research.p3.ph2.team_cap.49,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,50,dependency_impact,stack.secrets,stack.secrets,47,0,2,temporal_invalidation,4,partial,True
T_sem_nli,51,semantic_contradiction,research.p3.sem.51.persistence,research.p3.sem.51.datastore;research.p3.sem.51.persistence,3,1,0,semantic_contradiction;temporal_invalidation,4,match,True
T_sem_nli,52,temporal_invalidation,research.p3.tmpov.52,research.p3.tmpov.52;research.p3.tmpov.52,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,53,constraint_violation,research.p3.ph2.team_fact.53,research.p3.ph2.team_fact.53;research.p3.ph2.team_cap.53,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,54,dependency_impact,stack.tls,stack.tls,11,0,2,temporal_invalidation,4,partial,True
T_sem_nli,55,semantic_contradiction,research.p3.sem.55.analytics_db,research.p3.sem.55.warehouse;research.p3.sem.55.analytics_db,3,1,0,semantic_contradiction;temporal_invalidation,4,match,True
T_sem_nli,56,temporal_invalidation,research.p3.tmpov.56,research.p3.tmpov.56;research.p3.tmpov.56,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,57,constraint_violation,research.p3.ph2.team_fact.57,research.p3.ph2.team_fact.57;research.p3.ph2.team_cap.57,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,58,dependency_impact,stack.schedule_sla,stack.schedule_sla,22,0,3,temporal_invalidation,4,partial,True
T_sem_nli,59,semantic_contradiction,research.p3.sem.59.workflow,research.p3.sem.59.orchestrator;research.p3.sem.59.workflow,3,1,0,semantic_contradiction;temporal_invalidation,4,match,True
T_sem_nli,60,temporal_invalidation,research.p3.tmpov.60,research.p3.tmpov.60;research.p3.tmpov.60,5,0,0,temporal_invalidation,1,match,True
T_sem_nli,61,constraint_violation,research.p3.ph2.team_fact.61,research.p3.ph2.team_fact.61;research.p3.ph2.team_cap.61,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,62,dependency_impact,stack.secrets,stack.secrets,47,0,2,temporal_invalidation,4,partial,True
T_sem_nli,63,semantic_contradiction,research.p3.sem.63.events,research.p3.sem.63.queue;research.p3.sem.63.events,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,64,temporal_invalidation,research.p3.tmpov.64,research.p3.tmpov.64;research.p3.tmpov.64,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,65,constraint_violation,research.p3.ph2.team_fact.65,research.p3.ph2.team_fact.65;research.p3.ph2.team_cap.65,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,66,dependency_impact,stack.runtime,stack.runtime,20,0,1,temporal_invalidation,5,partial,True
T_sem_nli,67,semantic_contradiction,research.p3.sem.67.identity,research.p3.sem.67.authn;research.p3.sem.67.identity,2,1,0,temporal_invalidation,2,partial,True
T_sem_nli,68,temporal_invalidation,research.p3.tmpov.68,research.p3.tmpov.68;research.p3.tmpov.68,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,69,constraint_violation,research.p3.ph2.team_fact.69,research.p3.ph2.team_fact.69;research.p3.ph2.team_cap.69,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,70,dependency_impact,stack.ingest_stream,stack.ingest_stream,14,0,7,temporal_invalidation,4,partial,True
T_sem_nli,71,semantic_contradiction,research.p3.sem.71.persistence,research.p3.sem.71.datastore;research.p3.sem.71.persistence,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,72,temporal_invalidation,research.p3.tmpov.72,research.p3.tmpov.72;research.p3.tmpov.72,5,0,0,temporal_invalidation,1,match,True
T_sem_nli,73,constraint_violation,research.p3.ph2.team_fact.73,research.p3.ph2.team_fact.73;research.p3.ph2.team_cap.73,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,74,dependency_impact,stack.secrets,stack.secrets,47,0,2,temporal_invalidation,4,partial,True
T_sem_nli,75,semantic_contradiction,research.p3.sem.75.analytics_db,research.p3.sem.75.warehouse;research.p3.sem.75.analytics_db,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,76,temporal_invalidation,research.p3.tmpov.76,research.p3.tmpov.76;research.p3.tmpov.76,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,77,constraint_violation,research.p3.ph2.team_fact.77,research.p3.ph2.team_fact.77;research.p3.ph2.team_cap.77,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,78,dependency_impact,stack.docs_api,stack.docs_api,17,0,4,temporal_invalidation,4,partial,True
T_sem_nli,79,semantic_contradiction,research.p3.sem.79.workflow,research.p3.sem.79.orchestrator;research.p3.sem.79.workflow,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,80,temporal_invalidation,research.p3.tmpov.80,research.p3.tmpov.80;research.p3.tmpov.80,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,81,constraint_violation,research.p3.ph2.team_fact.81,research.p3.ph2.team_fact.81;research.p3.ph2.team_cap.81,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,82,dependency_impact,stack.ingest_batch,stack.ingest_batch,23,0,3,temporal_invalidation,4,partial,True
T_sem_nli,83,semantic_contradiction,research.p3.sem.83.events,research.p3.sem.83.queue;research.p3.sem.83.events,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,84,temporal_invalidation,research.p3.tmpov.84,research.p3.tmpov.84;research.p3.tmpov.84,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,85,constraint_violation,research.p3.ph2.team_fact.85,research.p3.ph2.team_fact.85;research.p3.ph2.team_cap.85,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,86,dependency_impact,stack.secrets,stack.secrets,47,0,2,temporal_invalidation,4,partial,True
T_sem_nli,87,semantic_contradiction,research.p3.sem.87.identity,research.p3.sem.87.authn;research.p3.sem.87.identity,2,1,0,temporal_invalidation,2,partial,True
T_sem_nli,88,temporal_invalidation,research.p3.tmpov.88,research.p3.tmpov.88;research.p3.tmpov.88,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,89,constraint_violation,research.p3.ph2.team_fact.89,research.p3.ph2.team_fact.89;research.p3.ph2.team_cap.89,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,90,dependency_impact,stack.db,stack.db,17,0,5,temporal_invalidation,3,partial,True
T_sem_nli,91,semantic_contradiction,research.p3.sem.91.persistence,research.p3.sem.91.datastore;research.p3.sem.91.persistence,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,92,temporal_invalidation,research.p3.tmpov.92,research.p3.tmpov.92;research.p3.tmpov.92,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,93,constraint_violation,research.p3.ph2.team_fact.93,research.p3.ph2.team_fact.93;research.p3.ph2.team_cap.93,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,94,dependency_impact,stack.schedule_sla,stack.schedule_sla,22,0,3,temporal_invalidation,4,partial,True
T_sem_nli,95,semantic_contradiction,research.p3.sem.95.analytics_db,research.p3.sem.95.warehouse;research.p3.sem.95.analytics_db,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,96,temporal_invalidation,research.p3.tmpov.96,research.p3.tmpov.96;research.p3.tmpov.96,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,97,constraint_violation,research.p3.ph2.team_fact.97,research.p3.ph2.team_fact.97;research.p3.ph2.team_cap.97,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,98,dependency_impact,stack.secrets,stack.secrets,47,0,2,temporal_invalidation,4,partial,True
T_sem_nli,99,semantic_contradiction,research.p3.sem.99.workflow,research.p3.sem.99.orchestrator;research.p3.sem.99.workflow,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,100,temporal_invalidation,research.p3.tmpov.100,research.p3.tmpov.100;research.p3.tmpov.100,5,0,0,temporal_invalidation,1,match,True
T_sem_nli,101,constraint_violation,research.p3.ph2.team_fact.101,research.p3.ph2.team_fact.101;research.p3.ph2.team_cap.101,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,102,dependency_impact,stack.waf,stack.waf,17,0,3,temporal_invalidation,4,partial,True
T_sem_nli,103,semantic_contradiction,research.p3.sem.103.events,research.p3.sem.103.queue;research.p3.sem.103.events,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,104,temporal_invalidation,research.p3.tmpov.104,research.p3.tmpov.104;research.p3.tmpov.104,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,105,constraint_violation,research.p3.ph2.team_fact.105,research.p3.ph2.team_fact.105;research.p3.ph2.team_cap.105,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,106,dependency_impact,stack.ingest_stream,stack.ingest_stream,14,0,7,temporal_invalidation,4,partial,True
T_sem_nli,107,semantic_contradiction,research.p3.sem.107.identity,research.p3.sem.107.authn;research.p3.sem.107.identity,2,1,0,temporal_invalidation,2,partial,True
T_sem_nli,108,temporal_invalidation,research.p3.tmpov.108,research.p3.tmpov.108;research.p3.tmpov.108,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,109,constraint_violation,research.p3.ph2.team_fact.109,research.p3.ph2.team_fact.109;research.p3.ph2.team_cap.109,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,110,dependency_impact,stack.secrets,stack.secrets,47,0,2,temporal_invalidation,4,partial,True
T_sem_nli,111,semantic_contradiction,research.p3.sem.111.persistence,research.p3.sem.111.datastore;research.p3.sem.111.persistence,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,112,temporal_invalidation,research.p3.tmpov.112,research.p3.tmpov.112;research.p3.tmpov.112,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,113,constraint_violation,research.p3.ph2.team_fact.113,research.p3.ph2.team_fact.113;research.p3.ph2.team_cap.113,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,114,dependency_impact,stack.tls,stack.tls,11,0,2,temporal_invalidation,4,partial,True
T_sem_nli,115,semantic_contradiction,research.p3.sem.115.analytics_db,research.p3.sem.115.warehouse;research.p3.sem.115.analytics_db,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,116,temporal_invalidation,research.p3.tmpov.116,research.p3.tmpov.116;research.p3.tmpov.116,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,117,constraint_violation,research.p3.ph2.team_fact.117,research.p3.ph2.team_fact.117;research.p3.ph2.team_cap.117,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,118,dependency_impact,stack.ingest_batch,stack.ingest_batch,23,0,3,temporal_invalidation,4,partial,True
T_sem_nli,119,semantic_contradiction,research.p3.sem.119.workflow,research.p3.sem.119.orchestrator;research.p3.sem.119.workflow,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,120,temporal_invalidation,research.p3.tmpov.120,research.p3.tmpov.120;research.p3.tmpov.120,5,0,0,temporal_invalidation,1,match,True
T_sem_nli,121,constraint_violation,research.p3.ph2.team_fact.121,research.p3.ph2.team_fact.121;research.p3.ph2.team_cap.121,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,122,dependency_impact,stack.secrets,stack.secrets,47,0,2,temporal_invalidation,4,partial,True
T_sem_nli,123,semantic_contradiction,research.p3.sem.123.events,research.p3.sem.123.queue;research.p3.sem.123.events,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,124,temporal_invalidation,research.p3.tmpov.124,research.p3.tmpov.124;research.p3.tmpov.124,5,0,0,temporal_invalidation,1,match,True
T_sem_nli,125,constraint_violation,research.p3.ph2.team_fact.125,research.p3.ph2.team_fact.125;research.p3.ph2.team_cap.125,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,126,dependency_impact,stack.runtime,stack.runtime,20,0,1,temporal_invalidation,5,partial,True
T_sem_nli,127,semantic_contradiction,research.p3.sem.127.identity,research.p3.sem.127.authn;research.p3.sem.127.identity,2,1,0,temporal_invalidation,2,partial,True
T_sem_nli,128,temporal_invalidation,research.p3.tmpov.128,research.p3.tmpov.128;research.p3.tmpov.128,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,129,constraint_violation,research.p3.ph2.team_fact.129,research.p3.ph2.team_fact.129;research.p3.ph2.team_cap.129,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,130,dependency_impact,stack.schedule_sla,stack.schedule_sla,22,0,3,temporal_invalidation,4,partial,True
T_sem_nli,131,semantic_contradiction,research.p3.sem.131.persistence,research.p3.sem.131.datastore;research.p3.sem.131.persistence,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,132,temporal_invalidation,research.p3.tmpov.132,research.p3.tmpov.132;research.p3.tmpov.132,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,133,constraint_violation,research.p3.ph2.team_fact.133,research.p3.ph2.team_fact.133;research.p3.ph2.team_cap.133,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,134,dependency_impact,stack.secrets,stack.secrets,47,0,2,temporal_invalidation,4,partial,True
T_sem_nli,135,semantic_contradiction,research.p3.sem.135.analytics_db,research.p3.sem.135.warehouse;research.p3.sem.135.analytics_db,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,136,temporal_invalidation,research.p3.tmpov.136,research.p3.tmpov.136;research.p3.tmpov.136,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,137,constraint_violation,research.p3.ph2.team_fact.137,research.p3.ph2.team_fact.137;research.p3.ph2.team_cap.137,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,138,dependency_impact,stack.docs_api,stack.docs_api,17,0,4,temporal_invalidation,4,partial,True
T_sem_nli,139,semantic_contradiction,research.p3.sem.139.workflow,research.p3.sem.139.orchestrator;research.p3.sem.139.workflow,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,140,temporal_invalidation,research.p3.tmpov.140,research.p3.tmpov.140;research.p3.tmpov.140,5,0,0,temporal_invalidation,1,match,True
T_sem_nli,141,constraint_violation,research.p3.ph2.team_fact.141,research.p3.ph2.team_fact.141;research.p3.ph2.team_cap.141,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,142,dependency_impact,stack.ingest_stream,stack.ingest_stream,14,0,7,temporal_invalidation,4,partial,True
T_sem_nli,143,semantic_contradiction,research.p3.sem.143.events,research.p3.sem.143.queue;research.p3.sem.143.events,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,144,temporal_invalidation,research.p3.tmpov.144,research.p3.tmpov.144;research.p3.tmpov.144,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,145,constraint_violation,research.p3.ph2.team_fact.145,research.p3.ph2.team_fact.145;research.p3.ph2.team_cap.145,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,146,dependency_impact,stack.secrets,stack.secrets,47,0,2,temporal_invalidation,4,partial,True
T_sem_nli,147,semantic_contradiction,research.p3.sem.147.identity,research.p3.sem.147.authn;research.p3.sem.147.identity,2,1,0,temporal_invalidation,2,partial,True
T_sem_nli,148,temporal_invalidation,research.p3.tmpov.148,research.p3.tmpov.148;research.p3.tmpov.148,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,149,constraint_violation,research.p3.ph2.team_fact.149,research.p3.ph2.team_fact.149;research.p3.ph2.team_cap.149,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,150,dependency_impact,stack.db,stack.db,17,0,5,temporal_invalidation,3,partial,True
T_sem_nli,151,semantic_contradiction,research.p3.sem.151.persistence,research.p3.sem.151.datastore;research.p3.sem.151.persistence,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,152,temporal_invalidation,research.p3.tmpov.152,research.p3.tmpov.152;research.p3.tmpov.152,5,0,0,temporal_invalidation,1,match,True
T_sem_nli,153,constraint_violation,research.p3.ph2.team_fact.153,research.p3.ph2.team_fact.153;research.p3.ph2.team_cap.153,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,154,dependency_impact,stack.ingest_batch,stack.ingest_batch,23,0,3,temporal_invalidation,4,partial,True
T_sem_nli,155,semantic_contradiction,research.p3.sem.155.analytics_db,research.p3.sem.155.warehouse;research.p3.sem.155.analytics_db,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,156,temporal_invalidation,research.p3.tmpov.156,research.p3.tmpov.156;research.p3.tmpov.156,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,157,constraint_violation,research.p3.ph2.team_fact.157,research.p3.ph2.team_fact.157;research.p3.ph2.team_cap.157,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,158,dependency_impact,stack.secrets,stack.secrets,47,0,2,temporal_invalidation,4,partial,True
T_sem_nli,159,semantic_contradiction,research.p3.sem.159.workflow,research.p3.sem.159.orchestrator;research.p3.sem.159.workflow,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,160,temporal_invalidation,research.p3.tmpov.160,research.p3.tmpov.160;research.p3.tmpov.160,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,161,constraint_violation,research.p3.ph2.team_fact.161,research.p3.ph2.team_fact.161;research.p3.ph2.team_cap.161,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,162,dependency_impact,stack.waf,stack.waf,17,0,3,temporal_invalidation,4,partial,True
T_sem_nli,163,semantic_contradiction,research.p3.sem.163.events,research.p3.sem.163.queue;research.p3.sem.163.events,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,164,temporal_invalidation,research.p3.tmpov.164,research.p3.tmpov.164;research.p3.tmpov.164,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,165,constraint_violation,research.p3.ph2.team_fact.165,research.p3.ph2.team_fact.165;research.p3.ph2.team_cap.165,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,166,dependency_impact,stack.schedule_sla,stack.schedule_sla,22,0,3,temporal_invalidation,4,partial,True
T_sem_nli,167,semantic_contradiction,research.p3.sem.167.identity,research.p3.sem.167.authn;research.p3.sem.167.identity,2,1,0,temporal_invalidation,2,partial,True
T_sem_nli,168,temporal_invalidation,research.p3.tmpov.168,research.p3.tmpov.168;research.p3.tmpov.168,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,169,constraint_violation,research.p3.ph2.team_fact.169,research.p3.ph2.team_fact.169;research.p3.ph2.team_cap.169,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,170,dependency_impact,stack.secrets,stack.secrets,47,0,2,temporal_invalidation,4,partial,True
T_sem_nli,171,semantic_contradiction,research.p3.sem.171.persistence,research.p3.sem.171.datastore;research.p3.sem.171.persistence,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,172,temporal_invalidation,research.p3.tmpov.172,research.p3.tmpov.172;research.p3.tmpov.172,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,173,constraint_violation,research.p3.ph2.team_fact.173,research.p3.ph2.team_fact.173;research.p3.ph2.team_cap.173,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,174,dependency_impact,stack.tls,stack.tls,11,0,2,temporal_invalidation,4,partial,True
T_sem_nli,175,semantic_contradiction,research.p3.sem.175.analytics_db,research.p3.sem.175.warehouse;research.p3.sem.175.analytics_db,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,176,temporal_invalidation,research.p3.tmpov.176,research.p3.tmpov.176;research.p3.tmpov.176,5,0,0,temporal_invalidation,5,match,True
T_sem_nli,177,constraint_violation,research.p3.ph2.team_fact.177,research.p3.ph2.team_fact.177;research.p3.ph2.team_cap.177,2,0,0,temporal_invalidation,2,partial,True
T_sem_nli,178,dependency_impact,stack.ingest_stream,stack.ingest_stream,14,0,7,temporal_invalidation,4,partial,True
T_sem_nli,179,semantic_contradiction,research.p3.sem.179.workflow,research.p3.sem.179.orchestrator;research.p3.sem.179.workflow,2,1,0,semantic_contradiction;temporal_invalidation,3,match,True
T_sem_nli,180,temporal_invalidation,research.p3.tmpov.180,research.p3.tmpov.180;research.p3.tmpov.180,5,0,0,temporal_invalidation,5,match,True
